test,depth,iteration,accepted,latency_ms,reason,chain_credentials,chain_size_bytes
chain_depth_sensitivity,1,1,True,1.049416,valid chain of delegation,1,826
chain_depth_sensitivity,1,2,True,1.079833,valid chain of delegation,1,826
chain_depth_sensitivity,1,3,True,0.989959,valid chain of delegation,1,826
chain_depth_sensitivity,1,4,True,1.047958,valid chain of delegation,1,826
chain_depth_sensitivity,1,5,True,1.05625,valid chain of delegation,1,826
chain_depth_sensitivity,1,6,True,0.959417,valid chain of delegation,1,826
chain_depth_sensitivity,1,7,True,1.14825,valid chain of delegation,1,826
chain_depth_sensitivity,1,8,True,0.933042,valid chain of delegation,1,826
chain_depth_sensitivity,1,9,True,0.92,valid chain of delegation,1,826
chain_depth_sensitivity,1,10,True,0.916791,valid chain of delegation,1,826
chain_depth_sensitivity,1,11,True,0.889667,valid chain of delegation,1,826
chain_depth_sensitivity,1,12,True,0.873208,valid chain of delegation,1,826
chain_depth_sensitivity,1,13,True,0.91275,valid chain of delegation,1,826
chain_depth_sensitivity,1,14,True,0.899,valid chain of delegation,1,826
chain_depth_sensitivity,1,15,True,0.847792,valid chain of delegation,1,826
chain_depth_sensitivity,1,16,True,0.854125,valid chain of delegation,1,826
chain_depth_sensitivity,1,17,True,0.840292,valid chain of delegation,1,826
chain_depth_sensitivity,1,18,True,0.87,valid chain of delegation,1,826
chain_depth_sensitivity,1,19,True,0.882458,valid chain of delegation,1,826
chain_depth_sensitivity,1,20,True,0.867958,valid chain of delegation,1,826
chain_depth_sensitivity,1,21,True,0.8515,valid chain of delegation,1,826
chain_depth_sensitivity,1,22,True,0.809,valid chain of delegation,1,826
chain_depth_sensitivity,1,23,True,0.809917,valid chain of delegation,1,826
chain_depth_sensitivity,1,24,True,0.794042,valid chain of delegation,1,826
chain_depth_sensitivity,1,25,True,0.817625,valid chain of delegation,1,826
chain_depth_sensitivity,1,26,True,0.772417,valid chain of delegation,1,826
chain_depth_sensitivity,1,27,True,0.782708,valid chain of delegation,1,826
chain_depth_sensitivity,1,28,True,0.765041,valid chain of delegation,1,826
chain_depth_sensitivity,1,29,True,0.766125,valid chain of delegation,1,826
chain_depth_sensitivity,1,30,True,0.760291,valid chain of delegation,1,826
chain_depth_sensitivity,1,31,True,0.763917,valid chain of delegation,1,826
chain_depth_sensitivity,1,32,True,0.762666,valid chain of delegation,1,826
chain_depth_sensitivity,1,33,True,0.822209,valid chain of delegation,1,826
chain_depth_sensitivity,1,34,True,0.777708,valid chain of delegation,1,826
chain_depth_sensitivity,1,35,True,0.795,valid chain of delegation,1,826
chain_depth_sensitivity,1,36,True,0.771625,valid chain of delegation,1,826
chain_depth_sensitivity,1,37,True,0.856209,valid chain of delegation,1,826
chain_depth_sensitivity,1,38,True,0.750458,valid chain of delegation,1,826
chain_depth_sensitivity,1,39,True,0.979,valid chain of delegation,1,826
chain_depth_sensitivity,1,40,True,0.794084,valid chain of delegation,1,826
chain_depth_sensitivity,1,41,True,0.76575,valid chain of delegation,1,826
chain_depth_sensitivity,1,42,True,0.735291,valid chain of delegation,1,826
chain_depth_sensitivity,1,43,True,0.74825,valid chain of delegation,1,826
chain_depth_sensitivity,1,44,True,0.759292,valid chain of delegation,1,826
chain_depth_sensitivity,1,45,True,0.775417,valid chain of delegation,1,826
chain_depth_sensitivity,1,46,True,0.775917,valid chain of delegation,1,826
chain_depth_sensitivity,1,47,True,0.75825,valid chain of delegation,1,826
chain_depth_sensitivity,1,48,True,0.749667,valid chain of delegation,1,826
chain_depth_sensitivity,1,49,True,0.792375,valid chain of delegation,1,826
chain_depth_sensitivity,1,50,True,0.778958,valid chain of delegation,1,826
chain_depth_sensitivity,1,51,True,0.774375,valid chain of delegation,1,826
chain_depth_sensitivity,1,52,True,0.742458,valid chain of delegation,1,826
chain_depth_sensitivity,1,53,True,0.75475,valid chain of delegation,1,826
chain_depth_sensitivity,1,54,True,0.763166,valid chain of delegation,1,826
chain_depth_sensitivity,1,55,True,0.742708,valid chain of delegation,1,826
chain_depth_sensitivity,1,56,True,0.756291,valid chain of delegation,1,826
chain_depth_sensitivity,1,57,True,0.790583,valid chain of delegation,1,826
chain_depth_sensitivity,1,58,True,0.776834,valid chain of delegation,1,826
chain_depth_sensitivity,1,59,True,0.711583,valid chain of delegation,1,826
chain_depth_sensitivity,1,60,True,0.697875,valid chain of delegation,1,826
chain_depth_sensitivity,1,61,True,0.712667,valid chain of delegation,1,826
chain_depth_sensitivity,1,62,True,0.757208,valid chain of delegation,1,826
chain_depth_sensitivity,1,63,True,0.699666,valid chain of delegation,1,826
chain_depth_sensitivity,1,64,True,0.754292,valid chain of delegation,1,826
chain_depth_sensitivity,1,65,True,0.740167,valid chain of delegation,1,826
chain_depth_sensitivity,1,66,True,0.731125,valid chain of delegation,1,826
chain_depth_sensitivity,1,67,True,0.715166,valid chain of delegation,1,826
chain_depth_sensitivity,1,68,True,0.677917,valid chain of delegation,1,826
chain_depth_sensitivity,1,69,True,0.706333,valid chain of delegation,1,826
chain_depth_sensitivity,1,70,True,0.719375,valid chain of delegation,1,826
chain_depth_sensitivity,1,71,True,0.704291,valid chain of delegation,1,826
chain_depth_sensitivity,1,72,True,0.728875,valid chain of delegation,1,826
chain_depth_sensitivity,1,73,True,0.7155,valid chain of delegation,1,826
chain_depth_sensitivity,1,74,True,0.6835,valid chain of delegation,1,826
chain_depth_sensitivity,1,75,True,0.687916,valid chain of delegation,1,826
chain_depth_sensitivity,1,76,True,0.71725,valid chain of delegation,1,826
chain_depth_sensitivity,1,77,True,0.706291,valid chain of delegation,1,826
chain_depth_sensitivity,1,78,True,0.72475,valid chain of delegation,1,826
chain_depth_sensitivity,1,79,True,0.675542,valid chain of delegation,1,826
chain_depth_sensitivity,1,80,True,0.668791,valid chain of delegation,1,826
chain_depth_sensitivity,1,81,True,0.665208,valid chain of delegation,1,826
chain_depth_sensitivity,1,82,True,0.694708,valid chain of delegation,1,826
chain_depth_sensitivity,1,83,True,0.702959,valid chain of delegation,1,826
chain_depth_sensitivity,1,84,True,0.730459,valid chain of delegation,1,826
chain_depth_sensitivity,1,85,True,0.707375,valid chain of delegation,1,826
chain_depth_sensitivity,1,86,True,0.694167,valid chain of delegation,1,826
chain_depth_sensitivity,1,87,True,0.70175,valid chain of delegation,1,826
chain_depth_sensitivity,1,88,True,0.700292,valid chain of delegation,1,826
chain_depth_sensitivity,1,89,True,0.741041,valid chain of delegation,1,826
chain_depth_sensitivity,1,90,True,0.713,valid chain of delegation,1,826
chain_depth_sensitivity,1,91,True,0.714334,valid chain of delegation,1,826
chain_depth_sensitivity,1,92,True,0.703292,valid chain of delegation,1,826
chain_depth_sensitivity,1,93,True,0.698583,valid chain of delegation,1,826
chain_depth_sensitivity,1,94,True,0.701208,valid chain of delegation,1,826
chain_depth_sensitivity,1,95,True,0.699666,valid chain of delegation,1,826
chain_depth_sensitivity,1,96,True,0.716708,valid chain of delegation,1,826
chain_depth_sensitivity,1,97,True,0.71275,valid chain of delegation,1,826
chain_depth_sensitivity,1,98,True,1.046416,valid chain of delegation,1,826
chain_depth_sensitivity,1,99,True,0.91425,valid chain of delegation,1,826
chain_depth_sensitivity,1,100,True,0.851459,valid chain of delegation,1,826
chain_depth_sensitivity,2,1,True,0.77225,valid chain of delegation,2,1678
chain_depth_sensitivity,2,2,True,0.756333,valid chain of delegation,2,1678
chain_depth_sensitivity,2,3,True,0.843584,valid chain of delegation,2,1678
chain_depth_sensitivity,2,4,True,0.789333,valid chain of delegation,2,1678
chain_depth_sensitivity,2,5,True,0.776959,valid chain of delegation,2,1678
chain_depth_sensitivity,2,6,True,0.815541,valid chain of delegation,2,1678
chain_depth_sensitivity,2,7,True,0.796666,valid chain of delegation,2,1678
chain_depth_sensitivity,2,8,True,0.771042,valid chain of delegation,2,1678
chain_depth_sensitivity,2,9,True,0.762208,valid chain of delegation,2,1678
chain_depth_sensitivity,2,10,True,0.771083,valid chain of delegation,2,1678
chain_depth_sensitivity,2,11,True,0.783,valid chain of delegation,2,1678
chain_depth_sensitivity,2,12,True,0.869625,valid chain of delegation,2,1678
chain_depth_sensitivity,2,13,True,0.797584,valid chain of delegation,2,1678
chain_depth_sensitivity,2,14,True,0.799041,valid chain of delegation,2,1678
chain_depth_sensitivity,2,15,True,0.792208,valid chain of delegation,2,1678
chain_depth_sensitivity,2,16,True,0.79,valid chain of delegation,2,1678
chain_depth_sensitivity,2,17,True,0.809958,valid chain of delegation,2,1678
chain_depth_sensitivity,2,18,True,0.840792,valid chain of delegation,2,1678
chain_depth_sensitivity,2,19,True,0.828041,valid chain of delegation,2,1678
chain_depth_sensitivity,2,20,True,0.7955,valid chain of delegation,2,1678
chain_depth_sensitivity,2,21,True,0.789459,valid chain of delegation,2,1678
chain_depth_sensitivity,2,22,True,0.815125,valid chain of delegation,2,1678
chain_depth_sensitivity,2,23,True,0.775375,valid chain of delegation,2,1678
chain_depth_sensitivity,2,24,True,0.752709,valid chain of delegation,2,1678
chain_depth_sensitivity,2,25,True,0.793292,valid chain of delegation,2,1678
chain_depth_sensitivity,2,26,True,0.843458,valid chain of delegation,2,1678
chain_depth_sensitivity,2,27,True,0.798583,valid chain of delegation,2,1678
chain_depth_sensitivity,2,28,True,0.750791,valid chain of delegation,2,1678
chain_depth_sensitivity,2,29,True,0.80375,valid chain of delegation,2,1678
chain_depth_sensitivity,2,30,True,0.774459,valid chain of delegation,2,1678
chain_depth_sensitivity,2,31,True,0.786208,valid chain of delegation,2,1678
chain_depth_sensitivity,2,32,True,0.760375,valid chain of delegation,2,1678
chain_depth_sensitivity,2,33,True,0.788833,valid chain of delegation,2,1678
chain_depth_sensitivity,2,34,True,0.758875,valid chain of delegation,2,1678
chain_depth_sensitivity,2,35,True,0.778666,valid chain of delegation,2,1678
chain_depth_sensitivity,2,36,True,0.77375,valid chain of delegation,2,1678
chain_depth_sensitivity,2,37,True,0.771583,valid chain of delegation,2,1678
chain_depth_sensitivity,2,38,True,0.733625,valid chain of delegation,2,1678
chain_depth_sensitivity,2,39,True,0.786709,valid chain of delegation,2,1678
chain_depth_sensitivity,2,40,True,0.7645,valid chain of delegation,2,1678
chain_depth_sensitivity,2,41,True,0.75875,valid chain of delegation,2,1678
chain_depth_sensitivity,2,42,True,0.750833,valid chain of delegation,2,1678
chain_depth_sensitivity,2,43,True,0.807,valid chain of delegation,2,1678
chain_depth_sensitivity,2,44,True,0.75825,valid chain of delegation,2,1678
chain_depth_sensitivity,2,45,True,0.742084,valid chain of delegation,2,1678
chain_depth_sensitivity,2,46,True,0.780125,valid chain of delegation,2,1678
chain_depth_sensitivity,2,47,True,0.812208,valid chain of delegation,2,1678
chain_depth_sensitivity,2,48,True,0.808416,valid chain of delegation,2,1678
chain_depth_sensitivity,2,49,True,0.753875,valid chain of delegation,2,1678
chain_depth_sensitivity,2,50,True,0.762458,valid chain of delegation,2,1678
chain_depth_sensitivity,2,51,True,0.781375,valid chain of delegation,2,1678
chain_depth_sensitivity,2,52,True,0.811542,valid chain of delegation,2,1678
chain_depth_sensitivity,2,53,True,0.807167,valid chain of delegation,2,1678
chain_depth_sensitivity,2,54,True,0.773917,valid chain of delegation,2,1678
chain_depth_sensitivity,2,55,True,0.763417,valid chain of delegation,2,1678
chain_depth_sensitivity,2,56,True,0.7965,valid chain of delegation,2,1678
chain_depth_sensitivity,2,57,True,0.771458,valid chain of delegation,2,1678
chain_depth_sensitivity,2,58,True,0.748875,valid chain of delegation,2,1678
chain_depth_sensitivity,2,59,True,0.735958,valid chain of delegation,2,1678
chain_depth_sensitivity,2,60,True,0.763125,valid chain of delegation,2,1678
chain_depth_sensitivity,2,61,True,0.7925,valid chain of delegation,2,1678
chain_depth_sensitivity,2,62,True,0.776875,valid chain of delegation,2,1678
chain_depth_sensitivity,2,63,True,0.739208,valid chain of delegation,2,1678
chain_depth_sensitivity,2,64,True,0.775792,valid chain of delegation,2,1678
chain_depth_sensitivity,2,65,True,0.766917,valid chain of delegation,2,1678
chain_depth_sensitivity,2,66,True,0.724584,valid chain of delegation,2,1678
chain_depth_sensitivity,2,67,True,0.772125,valid chain of delegation,2,1678
chain_depth_sensitivity,2,68,True,0.778416,valid chain of delegation,2,1678
chain_depth_sensitivity,2,69,True,0.757333,valid chain of delegation,2,1678
chain_depth_sensitivity,2,70,True,0.767291,valid chain of delegation,2,1678
chain_depth_sensitivity,2,71,True,0.779834,valid chain of delegation,2,1678
chain_depth_sensitivity,2,72,True,0.789375,valid chain of delegation,2,1678
chain_depth_sensitivity,2,73,True,0.742167,valid chain of delegation,2,1678
chain_depth_sensitivity,2,74,True,0.761708,valid chain of delegation,2,1678
chain_depth_sensitivity,2,75,True,0.788125,valid chain of delegation,2,1678
chain_depth_sensitivity,2,76,True,0.762584,valid chain of delegation,2,1678
chain_depth_sensitivity,2,77,True,0.786667,valid chain of delegation,2,1678
chain_depth_sensitivity,2,78,True,0.777375,valid chain of delegation,2,1678
chain_depth_sensitivity,2,79,True,0.774041,valid chain of delegation,2,1678
chain_depth_sensitivity,2,80,True,0.800167,valid chain of delegation,2,1678
chain_depth_sensitivity,2,81,True,0.751542,valid chain of delegation,2,1678
