test,depth,iteration,accepted,latency_ms,reason,chain_credentials,chain_size_bytes
chain_depth_sensitivity,1,1,True,1.0955,valid chain of delegation,1,826
chain_depth_sensitivity,1,2,True,1.018875,valid chain of delegation,1,826
chain_depth_sensitivity,1,3,True,1.005709,valid chain of delegation,1,826
chain_depth_sensitivity,1,4,True,0.982375,valid chain of delegation,1,826
chain_depth_sensitivity,1,5,True,0.909375,valid chain of delegation,1,826
chain_depth_sensitivity,1,6,True,0.950125,valid chain of delegation,1,826
chain_depth_sensitivity,1,7,True,0.923666,valid chain of delegation,1,826
chain_depth_sensitivity,1,8,True,0.897125,valid chain of delegation,1,826
chain_depth_sensitivity,1,9,True,0.949375,valid chain of delegation,1,826
chain_depth_sensitivity,1,10,True,0.871917,valid chain of delegation,1,826
chain_depth_sensitivity,1,11,True,0.920833,valid chain of delegation,1,826
chain_depth_sensitivity,1,12,True,0.894667,valid chain of delegation,1,826
chain_depth_sensitivity,1,13,True,0.819791,valid chain of delegation,1,826
chain_depth_sensitivity,1,14,True,0.861625,valid chain of delegation,1,826
chain_depth_sensitivity,1,15,True,0.817333,valid chain of delegation,1,826
chain_depth_sensitivity,1,16,True,0.801875,valid chain of delegation,1,826
chain_depth_sensitivity,1,17,True,0.884292,valid chain of delegation,1,826
chain_depth_sensitivity,1,18,True,0.845584,valid chain of delegation,1,826
chain_depth_sensitivity,1,19,True,0.904334,valid chain of delegation,1,826
chain_depth_sensitivity,1,20,True,0.83525,valid chain of delegation,1,826
chain_depth_sensitivity,1,21,True,0.822667,valid chain of delegation,1,826
chain_depth_sensitivity,1,22,True,0.803667,valid chain of delegation,1,826
chain_depth_sensitivity,1,23,True,0.809583,valid chain of delegation,1,826
chain_depth_sensitivity,1,24,True,0.857208,valid chain of delegation,1,826
chain_depth_sensitivity,1,25,True,0.842791,valid chain of delegation,1,826
chain_depth_sensitivity,1,26,True,0.793958,valid chain of delegation,1,826
chain_depth_sensitivity,1,27,True,0.825292,valid chain of delegation,1,826
chain_depth_sensitivity,1,28,True,0.820542,valid chain of delegation,1,826
chain_depth_sensitivity,1,29,True,0.8165,valid chain of delegation,1,826
chain_depth_sensitivity,1,30,True,0.771417,valid chain of delegation,1,826
chain_depth_sensitivity,1,31,True,0.815375,valid chain of delegation,1,826
chain_depth_sensitivity,1,32,True,0.799625,valid chain of delegation,1,826
chain_depth_sensitivity,1,33,True,0.76425,valid chain of delegation,1,826
chain_depth_sensitivity,1,34,True,0.772208,valid chain of delegation,1,826
chain_depth_sensitivity,1,35,True,0.814958,valid chain of delegation,1,826
chain_depth_sensitivity,1,36,True,0.779292,valid chain of delegation,1,826
chain_depth_sensitivity,1,37,True,0.752375,valid chain of delegation,1,826
chain_depth_sensitivity,1,38,True,0.761584,valid chain of delegation,1,826
chain_depth_sensitivity,1,39,True,0.751375,valid chain of delegation,1,826
chain_depth_sensitivity,1,40,True,0.757625,valid chain of delegation,1,826
chain_depth_sensitivity,1,41,True,0.763708,valid chain of delegation,1,826
chain_depth_sensitivity,1,42,True,0.7595,valid chain of delegation,1,826
chain_depth_sensitivity,1,43,True,0.772958,valid chain of delegation,1,826
chain_depth_sensitivity,1,44,True,0.766375,valid chain of delegation,1,826
chain_depth_sensitivity,1,45,True,1.118708,valid chain of delegation,1,826
chain_depth_sensitivity,1,46,True,0.800416,valid chain of delegation,1,826
chain_depth_sensitivity,1,47,True,0.763333,valid chain of delegation,1,826
chain_depth_sensitivity,1,48,True,0.775834,valid chain of delegation,1,826
chain_depth_sensitivity,1,49,True,0.732208,valid chain of delegation,1,826
chain_depth_sensitivity,1,50,True,0.788583,valid chain of delegation,1,826
chain_depth_sensitivity,1,51,True,0.7365,valid chain of delegation,1,826
chain_depth_sensitivity,1,52,True,0.770958,valid chain of delegation,1,826
chain_depth_sensitivity,1,53,True,0.728084,valid chain of delegation,1,826
chain_depth_sensitivity,1,54,True,0.733708,valid chain of delegation,1,826
chain_depth_sensitivity,1,55,True,0.766958,valid chain of delegation,1,826
chain_depth_sensitivity,1,56,True,0.76175,valid chain of delegation,1,826
chain_depth_sensitivity,1,57,True,0.80075,valid chain of delegation,1,826
chain_depth_sensitivity,1,58,True,0.75625,valid chain of delegation,1,826
chain_depth_sensitivity,1,59,True,0.727167,valid chain of delegation,1,826
chain_depth_sensitivity,1,60,True,0.702875,valid chain of delegation,1,826
chain_depth_sensitivity,1,61,True,0.733209,valid chain of delegation,1,826
chain_depth_sensitivity,1,62,True,0.724958,valid chain of delegation,1,826
chain_depth_sensitivity,1,63,True,0.724375,valid chain of delegation,1,826
chain_depth_sensitivity,1,64,True,0.701125,valid chain of delegation,1,826
chain_depth_sensitivity,1,65,True,0.693709,valid chain of delegation,1,826
chain_depth_sensitivity,1,66,True,0.718458,valid chain of delegation,1,826
chain_depth_sensitivity,1,67,True,0.72675,valid chain of delegation,1,826
chain_depth_sensitivity,1,68,True,0.713708,valid chain of delegation,1,826
chain_depth_sensitivity,1,69,True,0.713042,valid chain of delegation,1,826
chain_depth_sensitivity,1,70,True,0.69075,valid chain of delegation,1,826
chain_depth_sensitivity,1,71,True,0.721375,valid chain of delegation,1,826
chain_depth_sensitivity,1,72,True,0.743,valid chain of delegation,1,826
chain_depth_sensitivity,1,73,True,0.713959,valid chain of delegation,1,826
chain_depth_sensitivity,1,74,True,0.702375,valid chain of delegation,1,826
chain_depth_sensitivity,1,75,True,0.716041,valid chain of delegation,1,826
chain_depth_sensitivity,1,76,True,0.737125,valid chain of delegation,1,826
chain_depth_sensitivity,1,77,True,0.742125,valid chain of delegation,1,826
chain_depth_sensitivity,1,78,True,0.691875,valid chain of delegation,1,826
chain_depth_sensitivity,1,79,True,0.699375,valid chain of delegation,1,826
chain_depth_sensitivity,1,80,True,0.755084,valid chain of delegation,1,826
chain_depth_sensitivity,1,81,True,0.706292,valid chain of delegation,1,826
chain_depth_sensitivity,1,82,True,0.711291,valid chain of delegation,1,826
chain_depth_sensitivity,1,83,True,0.702875,valid chain of delegation,1,826
chain_depth_sensitivity,1,84,True,0.724125,valid chain of delegation,1,826
chain_depth_sensitivity,1,85,True,0.741625,valid chain of delegation,1,826
chain_depth_sensitivity,1,86,True,0.688417,valid chain of delegation,1,826
chain_depth_sensitivity,1,87,True,0.724083,valid chain of delegation,1,826
chain_depth_sensitivity,1,88,True,0.739417,valid chain of delegation,1,826
chain_depth_sensitivity,1,89,True,0.719417,valid chain of delegation,1,826
chain_depth_sensitivity,1,90,True,0.7,valid chain of delegation,1,826
chain_depth_sensitivity,1,91,True,0.681084,valid chain of delegation,1,826
chain_depth_sensitivity,1,92,True,0.705042,valid chain of delegation,1,826
chain_depth_sensitivity,1,93,True,0.704791,valid chain of delegation,1,826
chain_depth_sensitivity,1,94,True,0.703291,valid chain of delegation,1,826
chain_depth_sensitivity,1,95,True,0.736125,valid chain of delegation,1,826
chain_depth_sensitivity,1,96,True,0.735,valid chain of delegation,1,826
chain_depth_sensitivity,1,97,True,0.726291,valid chain of delegation,1,826
chain_depth_sensitivity,1,98,True,0.7555,valid chain of delegation,1,826
chain_depth_sensitivity,1,99,True,0.7095,valid chain of delegation,1,826
chain_depth_sensitivity,1,100,True,0.760584,valid chain of delegation,1,826
chain_depth_sensitivity,2,1,True,0.846875,valid chain of delegation,2,1678
chain_depth_sensitivity,2,2,True,0.934,valid chain of delegation,2,1678
chain_depth_sensitivity,2,3,True,0.855459,valid chain of delegation,2,1678
chain_depth_sensitivity,2,4,True,0.768875,valid chain of delegation,2,1678
chain_depth_sensitivity,2,5,True,0.83375,valid chain of delegation,2,1678
chain_depth_sensitivity,2,6,True,0.801958,valid chain of delegation,2,1678
chain_depth_sensitivity,2,7,True,0.789834,valid chain of delegation,2,1678
chain_depth_sensitivity,2,8,True,0.763792,valid chain of delegation,2,1678
chain_depth_sensitivity,2,9,True,0.824667,valid chain of delegation,2,1678
chain_depth_sensitivity,2,10,True,0.793833,valid chain of delegation,2,1678
chain_depth_sensitivity,2,11,True,0.831209,valid chain of delegation,2,1678
chain_depth_sensitivity,2,12,True,0.820417,valid chain of delegation,2,1678
chain_depth_sensitivity,2,13,True,0.80625,valid chain of delegation,2,1678
chain_depth_sensitivity,2,14,True,0.840875,valid chain of delegation,2,1678
chain_depth_sensitivity,2,15,True,0.83375,valid chain of delegation,2,1678
chain_depth_sensitivity,2,16,True,0.78775,valid chain of delegation,2,1678
chain_depth_sensitivity,2,17,True,0.81125,valid chain of delegation,2,1678
chain_depth_sensitivity,2,18,True,0.882416,valid chain of delegation,2,1678
chain_depth_sensitivity,2,19,True,0.830584,valid chain of delegation,2,1678
chain_depth_sensitivity,2,20,True,0.829417,valid chain of delegation,2,1678
chain_depth_sensitivity,2,21,True,0.786666,valid chain of delegation,2,1678
chain_depth_sensitivity,2,22,True,0.824625,valid chain of delegation,2,1678
chain_depth_sensitivity,2,23,True,0.793166,valid chain of delegation,2,1678
chain_depth_sensitivity,2,24,True,0.781042,valid chain of delegation,2,1678
chain_depth_sensitivity,2,25,True,0.811375,valid chain of delegation,2,1678
chain_depth_sensitivity,2,26,True,1.055208,valid chain of delegation,2,1678
chain_depth_sensitivity,2,27,True,0.826584,valid chain of delegation,2,1678
chain_depth_sensitivity,2,28,True,0.801833,valid chain of delegation,2,1678
chain_depth_sensitivity,2,29,True,0.808375,valid chain of delegation,2,1678
chain_depth_sensitivity,2,30,True,0.817708,valid chain of delegation,2,1678
chain_depth_sensitivity,2,31,True,0.803125,valid chain of delegation,2,1678
chain_depth_sensitivity,2,32,True,0.792458,valid chain of delegation,2,1678
chain_depth_sensitivity,2,33,True,0.812333,valid chain of delegation,2,1678
chain_depth_sensitivity,2,34,True,0.774,valid chain of delegation,2,1678
chain_depth_sensitivity,2,35,True,0.792625,valid chain of delegation,2,1678
chain_depth_sensitivity,2,36,True,0.818584,valid chain of delegation,2,1678
chain_depth_sensitivity,2,37,True,0.772917,valid chain of delegation,2,1678
chain_depth_sensitivity,2,38,True,0.771083,valid chain of delegation,2,1678
chain_depth_sensitivity,2,39,True,0.756084,valid chain of delegation,2,1678
chain_depth_sensitivity,2,40,True,0.813291,valid chain of delegation,2,1678
chain_depth_sensitivity,2,41,True,0.808583,valid chain of delegation,2,1678
chain_depth_sensitivity,2,42,True,0.789125,valid chain of delegation,2,1678
chain_depth_sensitivity,2,43,True,0.754584,valid chain of delegation,2,1678
chain_depth_sensitivity,2,44,True,0.79375,valid chain of delegation,2,1678
chain_depth_sensitivity,2,45,True,0.767,valid chain of delegation,2,1678
chain_depth_sensitivity,2,46,True,0.814541,valid chain of delegation,2,1678
chain_depth_sensitivity,2,47,True,0.749208,valid chain of delegation,2,1678
chain_depth_sensitivity,2,48,True,0.78925,valid chain of delegation,2,1678
chain_depth_sensitivity,2,49,True,0.780791,valid chain of delegation,2,1678
chain_depth_sensitivity,2,50,True,0.777125,valid chain of delegation,2,1678
chain_depth_sensitivity,2,51,True,0.792875,valid chain of delegation,2,1678
chain_depth_sensitivity,2,52,True,0.774458,valid chain of delegation,2,1678
chain_depth_sensitivity,2,53,True,0.794667,valid chain of delegation,2,1678
chain_depth_sensitivity,2,54,True,0.778416,valid chain of delegation,2,1678
chain_depth_sensitivity,2,55,True,0.796,valid chain of delegation,2,1678
chain_depth_sensitivity,2,56,True,0.817708,valid chain of delegation,2,1678
chain_depth_sensitivity,2,57,True,0.854333,valid chain of delegation,2,1678
chain_depth_sensitivity,2,58,True,0.772916,valid chain of delegation,2,1678
chain_depth_sensitivity,2,59,True,0.783208,valid chain of delegation,2,1678
chain_depth_sensitivity,2,60,True,0.815417,valid chain of delegation,2,1678
chain_depth_sensitivity,2,61,True,0.811167,valid chain of delegation,2,1678
chain_depth_sensitivity,2,62,True,0.79625,valid chain of delegation,2,1678
chain_depth_sensitivity,2,63,True,0.797459,valid chain of delegation,2,1678
chain_depth_sensitivity,2,64,True,0.783667,valid chain of delegation,2,1678
chain_depth_sensitivity,2,65,True,0.790708,valid chain of delegation,2,1678
chain_depth_sensitivity,2,66,True,0.763083,valid chain of delegation,2,1678
chain_depth_sensitivity,2,67,True,0.788542,valid chain of delegation,2,1678
chain_depth_sensitivity,2,68,True,0.754667,valid chain of delegation,2,1678
chain_depth_sensitivity,2,69,True,0.772709,valid chain of delegation,2,1678
chain_depth_sensitivity,2,70,True,0.776166,valid chain of delegation,2,1678
chain_depth_sensitivity,2,71,True,0.8045,valid chain of delegation,2,1678
chain_depth_sensitivity,2,72,True,0.802291,valid chain of delegation,2,1678
chain_depth_sensitivity,2,73,True,0.808916,valid chain of delegation,2,1678
chain_depth_sensitivity,2,74,True,0.777958,valid chain of delegation,2,1678
chain_depth_sensitivity,2,75,True,0.787083,valid chain of delegation,2,1678
chain_depth_sensitivity,2,76,True,0.797458,valid chain of delegation,2,1678
chain_depth_sensitivity,2,77,True,0.802917,valid chain of delegation,2,1678
chain_depth_sensitivity,2,78,True,0.785666,valid chain of delegation,2,1678
chain_depth_sensitivity,2,79,True,0.789333,valid chain of delegation,2,1678
chain_depth_sensitivity,2,80,True,0.791125,valid chain of delegation,2,1678
chain_depth_sensitivity,2,81,True,0.778375,valid chain of delegation,2,1678
chain_depth_sensitivity,2,82,True,0.815209,valid chain of delegation,2,1678
chain_depth_sensitivity,2,83,True,0.782625,valid chain of delegation,2,1678
chain_depth_sensitivity,2,84,True,0.789209,valid chain of delegation,2,1678
