scenario,trace_id,operation,decision,metric,value_ms
interactive_valid_flow,tr_76fa85ba2add43a2,verify_cod,accepted,ledger_anchor,2.2203
interactive_valid_flow,tr_c2c1c762cf7740a0,issue_downstream_delegation,accepted,incoming_cod_validation,0.1553
interactive_valid_flow,tr_c2c1c762cf7740a0,issue_downstream_delegation,accepted,signature_generation,0.0489
interactive_valid_flow,tr_c2c1c762cf7740a0,issue_downstream_delegation,accepted,ledger_anchor,2.6329
interactive_valid_flow,tr_9739fe4ca3cf402d,issue_downstream_delegation,accepted,incoming_cod_validation,0.1733
interactive_valid_flow,tr_9739fe4ca3cf402d,issue_downstream_delegation,accepted,signature_generation,0.0585
interactive_valid_flow,tr_9739fe4ca3cf402d,issue_downstream_delegation,accepted,ledger_anchor,2.611
interactive_valid_flow,tr_dbf169731d804941,issue_delegation,accepted,signature_generation,0.0756
interactive_valid_flow,tr_dbf169731d804941,issue_delegation,accepted,ledger_anchor,1.6089
interactive_valid_flow,tr_e9af1e81d1bc4570,issue_downstream_delegation,accepted,incoming_cod_validation,0.1515
interactive_valid_flow,tr_e9af1e81d1bc4570,issue_downstream_delegation,accepted,signature_generation,0.0491
interactive_valid_flow,tr_e9af1e81d1bc4570,issue_downstream_delegation,accepted,ledger_anchor,2.5983
interactive_valid_flow,tr_d9b81efe79744f71,issue_delegation,accepted,signature_generation,0.067
interactive_valid_flow,tr_d9b81efe79744f71,issue_delegation,accepted,ledger_anchor,2.1977
interactive_valid_flow,tr_ba08e7866b8c432a,delegate_to_domain,accepted,signature_generation,0.08
interactive_valid_flow,tr_ba08e7866b8c432a,delegate_to_domain,accepted,ledger_anchor,3.1399
interactive_valid_flow,tr_20d21e2e0d0448c6,issue_delegation,accepted,signature_generation,0.0691
interactive_valid_flow,tr_20d21e2e0d0448c6,issue_delegation,accepted,ledger_anchor,2.0295
interactive_valid_flow,tr_1bb6c3804af7403c,verify_cod,accepted,cod_validation,0.2034
interactive_valid_flow,tr_1bb6c3804af7403c,verify_cod,accepted,capability_realization,0.3607
interactive_valid_flow,tr_1bb6c3804af7403c,verify_cod,accepted,ledger_anchor,2.904
interactive_valid_flow,tr_be598c5de8f74fbb,delegate_to_domain,accepted,signature_generation,0.0654
interactive_valid_flow,tr_be598c5de8f74fbb,delegate_to_domain,accepted,ledger_anchor,3.593
interactive_valid_flow,tr_3d6139e6cc824545,verify_cod,accepted,cod_validation,0.2274
interactive_valid_flow,tr_3d6139e6cc824545,verify_cod,accepted,capability_realization,0.0691
interactive_valid_flow,tr_3d6139e6cc824545,verify_cod,accepted,ledger_anchor,3.6442
interactive_valid_flow,tr_2d5591ec1e894362,delegate_to_domain,accepted,signature_generation,0.0728
interactive_valid_flow,tr_2d5591ec1e894362,delegate_to_domain,accepted,ledger_anchor,1.9339
interactive_valid_flow,tr_d641e18fa20b4a68,verify_cod,accepted,cod_validation,0.1979
interactive_valid_flow,tr_d641e18fa20b4a68,verify_cod,accepted,capability_realization,0.136
interactive_valid_flow,tr_d641e18fa20b4a68,verify_cod,accepted,ledger_anchor,4.5372
interactive_valid_flow,tr_424b32e353db44fd,issue_downstream_delegation,accepted,incoming_cod_validation,0.1827
interactive_valid_flow,tr_424b32e353db44fd,issue_downstream_delegation,accepted,signature_generation,0.0532
interactive_valid_flow,tr_424b32e353db44fd,issue_downstream_delegation,accepted,ledger_anchor,1.7598
interactive_valid_flow,tr_323bdd627b524a01,issue_downstream_delegation,accepted,incoming_cod_validation,0.1497
interactive_valid_flow,tr_323bdd627b524a01,issue_downstream_delegation,accepted,signature_generation,0.0486
interactive_valid_flow,tr_323bdd627b524a01,issue_downstream_delegation,accepted,ledger_anchor,1.655
interactive_valid_flow,tr_291d094a9ba84e1e,issue_delegation,accepted,signature_generation,0.0798
interactive_valid_flow,tr_291d094a9ba84e1e,issue_delegation,accepted,ledger_anchor,2.631
interactive_valid_flow,tr_8c1832fa869a460e,issue_downstream_delegation,accepted,incoming_cod_validation,0.1591
interactive_valid_flow,tr_8c1832fa869a460e,issue_downstream_delegation,accepted,signature_generation,0.0515
interactive_valid_flow,tr_8c1832fa869a460e,issue_downstream_delegation,accepted,ledger_anchor,2.0709
interactive_valid_flow,tr_9df036d0ddea4a9c,delegate_to_domain,accepted,signature_generation,0.0762
interactive_valid_flow,tr_9df036d0ddea4a9c,delegate_to_domain,accepted,ledger_anchor,3.4071
interactive_valid_flow,tr_e08ef8e6d1a043c9,verify_cod,accepted,cod_validation,0.2014
interactive_valid_flow,tr_e08ef8e6d1a043c9,verify_cod,accepted,capability_realization,0.0734
interactive_valid_flow,tr_e08ef8e6d1a043c9,verify_cod,accepted,ledger_anchor,3.518
interactive_valid_flow,tr_29ef7c06ba8c4f00,issue_delegation,accepted,signature_generation,0.0843
interactive_valid_flow,tr_29ef7c06ba8c4f00,issue_delegation,accepted,ledger_anchor,2.4447
interactive_valid_flow,tr_ec416e7af32f49f0,verify_cod,accepted,cod_validation,0.187
interactive_valid_flow,tr_ec416e7af32f49f0,verify_cod,accepted,capability_realization,0.0643
interactive_valid_flow,tr_ec416e7af32f49f0,verify_cod,accepted,ledger_anchor,2.6941
interactive_valid_flow,tr_06df9dd875e8431c,verify_cod,accepted,cod_validation,0.2102
interactive_valid_flow,tr_06df9dd875e8431c,verify_cod,accepted,capability_realization,0.1071
interactive_valid_flow,tr_06df9dd875e8431c,verify_cod,accepted,ledger_anchor,3.337
interactive_valid_flow,tr_69686795ea5c4806,issue_downstream_delegation,accepted,incoming_cod_validation,0.2473
interactive_valid_flow,tr_69686795ea5c4806,issue_downstream_delegation,accepted,signature_generation,0.0555
interactive_valid_flow,tr_69686795ea5c4806,issue_downstream_delegation,accepted,ledger_anchor,3.2996
interactive_valid_flow,tr_d3b368ecb10a4a3d,delegate_to_domain,accepted,signature_generation,0.0734
interactive_valid_flow,tr_d3b368ecb10a4a3d,delegate_to_domain,accepted,ledger_anchor,3.5875
interactive_valid_flow,tr_32f3cc4864a0425b,issue_delegation,accepted,signature_generation,0.0764
interactive_valid_flow,tr_32f3cc4864a0425b,issue_delegation,accepted,ledger_anchor,2.661
interactive_valid_flow,tr_94e5929d39da4f25,issue_delegation,accepted,signature_generation,0.1001
interactive_valid_flow,tr_94e5929d39da4f25,issue_delegation,accepted,ledger_anchor,3.5499
interactive_valid_flow,tr_ac49955a3b194cbd,delegate_to_domain,accepted,signature_generation,0.0801
interactive_valid_flow,tr_ac49955a3b194cbd,delegate_to_domain,accepted,ledger_anchor,3.9183
interactive_valid_flow,tr_96008aaf6e3c4865,issue_delegation,accepted,signature_generation,0.1164
interactive_valid_flow,tr_96008aaf6e3c4865,issue_delegation,accepted,ledger_anchor,2.9275
interactive_valid_flow,tr_41864dfee87b444e,issue_downstream_delegation,accepted,incoming_cod_validation,0.162
interactive_valid_flow,tr_41864dfee87b444e,issue_downstream_delegation,accepted,signature_generation,0.0515
interactive_valid_flow,tr_41864dfee87b444e,issue_downstream_delegation,accepted,ledger_anchor,3.9405
interactive_valid_flow,tr_f2624aad23084f2b,verify_cod,accepted,cod_validation,0.2939
interactive_valid_flow,tr_f2624aad23084f2b,verify_cod,accepted,capability_realization,0.0754
interactive_valid_flow,tr_f2624aad23084f2b,verify_cod,accepted,ledger_anchor,2.9353
interactive_valid_flow,tr_bd89d766524e436d,issue_delegation,accepted,signature_generation,0.1027
interactive_valid_flow,tr_bd89d766524e436d,issue_delegation,accepted,ledger_anchor,2.1368
interactive_valid_flow,tr_080c6a277b8b4862,delegate_to_domain,accepted,signature_generation,0.0758
interactive_valid_flow,tr_080c6a277b8b4862,delegate_to_domain,accepted,ledger_anchor,1.5025
interactive_valid_flow,tr_3528c647e41b493a,issue_downstream_delegation,accepted,incoming_cod_validation,0.3902
interactive_valid_flow,tr_3528c647e41b493a,issue_downstream_delegation,accepted,signature_generation,0.0537
interactive_valid_flow,tr_3528c647e41b493a,issue_downstream_delegation,accepted,ledger_anchor,3.3053
interactive_valid_flow,tr_974a0aa14ab147d9,delegate_to_domain,accepted,signature_generation,0.0865
interactive_valid_flow,tr_974a0aa14ab147d9,delegate_to_domain,accepted,ledger_anchor,4.7439
interactive_valid_flow,tr_dfa0ba41b868448d,delegate_to_domain,accepted,signature_generation,0.1128
interactive_valid_flow,tr_dfa0ba41b868448d,delegate_to_domain,accepted,ledger_anchor,5.38
interactive_valid_flow,tr_8b01f382b11b4eab,issue_downstream_delegation,accepted,incoming_cod_validation,0.3563
interactive_valid_flow,tr_8b01f382b11b4eab,issue_downstream_delegation,accepted,signature_generation,0.0567
interactive_valid_flow,tr_8b01f382b11b4eab,issue_downstream_delegation,accepted,ledger_anchor,6.5843
interactive_valid_flow,tr_fc20bd60c48f42d1,verify_cod,accepted,cod_validation,0.2355
interactive_valid_flow,tr_fc20bd60c48f42d1,verify_cod,accepted,capability_realization,0.1049
interactive_valid_flow,tr_fc20bd60c48f42d1,verify_cod,accepted,ledger_anchor,4.6833
interactive_valid_flow,tr_bf0ba1b2876e4faa,issue_delegation,accepted,signature_generation,0.0671
interactive_valid_flow,tr_bf0ba1b2876e4faa,issue_delegation,accepted,ledger_anchor,7.2508
interactive_valid_flow,tr_dea53b7637fc4862,verify_cod,accepted,cod_validation,0.5392
interactive_valid_flow,tr_dea53b7637fc4862,verify_cod,accepted,capability_realization,0.1061
interactive_valid_flow,tr_dea53b7637fc4862,verify_cod,accepted,ledger_anchor,4.4607
interactive_valid_flow,tr_a941984412394e8a,issue_delegation,accepted,signature_generation,0.0693
interactive_valid_flow,tr_a941984412394e8a,issue_delegation,accepted,ledger_anchor,3.7821
interactive_valid_flow,tr_cf093fcc22584807,issue_delegation,accepted,signature_generation,0.0834
interactive_valid_flow,tr_cf093fcc22584807,issue_delegation,accepted,ledger_anchor,8.137
interactive_valid_flow,tr_65cf89b2532c42c4,issue_downstream_delegation,accepted,incoming_cod_validation,0.2005
interactive_valid_flow,tr_65cf89b2532c42c4,issue_downstream_delegation,accepted,signature_generation,0.0747
interactive_valid_flow,tr_65cf89b2532c42c4,issue_downstream_delegation,accepted,ledger_anchor,2.4588
interactive_valid_flow,tr_566f55c816ea494f,issue_downstream_delegation,accepted,incoming_cod_validation,0.157
interactive_valid_flow,tr_566f55c816ea494f,issue_downstream_delegation,accepted,signature_generation,0.359
interactive_valid_flow,tr_566f55c816ea494f,issue_downstream_delegation,accepted,ledger_anchor,2.3969
interactive_valid_flow,tr_7c1ec9683b4843fa,delegate_to_domain,accepted,signature_generation,0.0846
interactive_valid_flow,tr_7c1ec9683b4843fa,delegate_to_domain,accepted,ledger_anchor,2.4639
interactive_valid_flow,tr_f1d743db21a6496b,verify_cod,accepted,cod_validation,0.818
interactive_valid_flow,tr_f1d743db21a6496b,verify_cod,accepted,capability_realization,0.0713
interactive_valid_flow,tr_f1d743db21a6496b,verify_cod,accepted,ledger_anchor,3.4556
interactive_valid_flow,tr_1cace7f368c743d9,delegate_to_domain,accepted,signature_generation,0.1107
interactive_valid_flow,tr_1cace7f368c743d9,delegate_to_domain,accepted,ledger_anchor,2.7576
interactive_valid_flow,tr_a4e8571c37ab403b,delegate_to_domain,accepted,signature_generation,0.0713
interactive_valid_flow,tr_a4e8571c37ab403b,delegate_to_domain,accepted,ledger_anchor,4.1682
interactive_valid_flow,tr_581c476d74c34f44,issue_delegation,accepted,signature_generation,0.0879
interactive_valid_flow,tr_581c476d74c34f44,issue_delegation,accepted,ledger_anchor,2.3583
interactive_valid_flow,tr_899c96f388b84530,verify_cod,accepted,cod_validation,0.4456
interactive_valid_flow,tr_899c96f388b84530,verify_cod,accepted,capability_realization,0.0842
interactive_valid_flow,tr_899c96f388b84530,verify_cod,accepted,ledger_anchor,2.7031
interactive_valid_flow,tr_b71e494d3def4484,issue_downstream_delegation,accepted,incoming_cod_validation,0.1626
interactive_valid_flow,tr_b71e494d3def4484,issue_downstream_delegation,accepted,signature_generation,0.0568
interactive_valid_flow,tr_b71e494d3def4484,issue_downstream_delegation,accepted,ledger_anchor,2.1495
interactive_valid_flow,tr_2a00a9621b794edf,verify_cod,accepted,cod_validation,0.2013
interactive_valid_flow,tr_2a00a9621b794edf,verify_cod,accepted,capability_realization,0.0556
interactive_valid_flow,tr_2a00a9621b794edf,verify_cod,accepted,ledger_anchor,3.2813
interactive_valid_flow,tr_6c3fa7260d1e404e,issue_delegation,accepted,signature_generation,0.0678
interactive_valid_flow,tr_6c3fa7260d1e404e,issue_delegation,accepted,ledger_anchor,2.1331
interactive_valid_flow,tr_7033f8d053e54b42,issue_downstream_delegation,accepted,incoming_cod_validation,0.213
interactive_valid_flow,tr_7033f8d053e54b42,issue_downstream_delegation,accepted,signature_generation,0.0518
interactive_valid_flow,tr_7033f8d053e54b42,issue_downstream_delegation,accepted,ledger_anchor,2.0271
interactive_valid_flow,tr_209b5cb3c8644186,issue_downstream_delegation,accepted,incoming_cod_validation,0.1551
interactive_valid_flow,tr_209b5cb3c8644186,issue_downstream_delegation,accepted,signature_generation,0.0495
interactive_valid_flow,tr_209b5cb3c8644186,issue_downstream_delegation,accepted,ledger_anchor,3.2495
interactive_valid_flow,tr_d5f15ca2272d4fce,delegate_to_domain,accepted,signature_generation,0.425
interactive_valid_flow,tr_d5f15ca2272d4fce,delegate_to_domain,accepted,ledger_anchor,2.0223
interactive_valid_flow,tr_4b69cf6e3a5f4992,issue_downstream_delegation,accepted,incoming_cod_validation,0.538
interactive_valid_flow,tr_4b69cf6e3a5f4992,issue_downstream_delegation,accepted,signature_generation,0.0551
interactive_valid_flow,tr_4b69cf6e3a5f4992,issue_downstream_delegation,accepted,ledger_anchor,1.6585
interactive_valid_flow,tr_6482e586505249af,delegate_to_domain,accepted,signature_generation,0.0767
interactive_valid_flow,tr_6482e586505249af,delegate_to_domain,accepted,ledger_anchor,1.954
interactive_valid_flow,tr_e654165612854d94,verify_cod,accepted,cod_validation,0.1943
interactive_valid_flow,tr_e654165612854d94,verify_cod,accepted,capability_realization,0.0725
interactive_valid_flow,tr_e654165612854d94,verify_cod,accepted,ledger_anchor,3.9003
interactive_valid_flow,tr_5562356320054b06,verify_cod,accepted,cod_validation,0.2422
interactive_valid_flow,tr_5562356320054b06,verify_cod,accepted,capability_realization,0.0798
interactive_valid_flow,tr_5562356320054b06,verify_cod,accepted,ledger_anchor,1.8202
interactive_valid_flow,tr_e8090137eeb24a63,verify_cod,accepted,cod_validation,0.215
interactive_valid_flow,tr_e8090137eeb24a63,verify_cod,accepted,capability_realization,0.0775
interactive_valid_flow,tr_e8090137eeb24a63,verify_cod,accepted,ledger_anchor,3.2183
interactive_valid_flow,tr_f56097ca26f34e05,issue_downstream_delegation,accepted,incoming_cod_validation,0.145
interactive_valid_flow,tr_f56097ca26f34e05,issue_downstream_delegation,accepted,signature_generation,0.045
interactive_valid_flow,tr_f56097ca26f34e05,issue_downstream_delegation,accepted,ledger_anchor,2.3471
interactive_valid_flow,tr_98b3ae08391b4534,verify_cod,accepted,cod_validation,0.2067
interactive_valid_flow,tr_98b3ae08391b4534,verify_cod,accepted,capability_realization,0.0805
interactive_valid_flow,tr_98b3ae08391b4534,verify_cod,accepted,ledger_anchor,1.8196
interactive_valid_flow,tr_0f09e0a96c6e4af5,issue_delegation,accepted,signature_generation,0.0843
interactive_valid_flow,tr_0f09e0a96c6e4af5,issue_delegation,accepted,ledger_anchor,2.6763
interactive_valid_flow,tr_63e364b277104f8c,issue_delegation,accepted,signature_generation,0.2291
interactive_valid_flow,tr_63e364b277104f8c,issue_delegation,accepted,ledger_anchor,2.565
interactive_valid_flow,tr_b3d72af204ac4455,verify_cod,accepted,cod_validation,1.2998
interactive_valid_flow,tr_b3d72af204ac4455,verify_cod,accepted,capability_realization,0.0919
interactive_valid_flow,tr_b3d72af204ac4455,verify_cod,accepted,ledger_anchor,2.9461
interactive_valid_flow,tr_218dc4db8a554579,delegate_to_domain,accepted,signature_generation,0.0831
interactive_valid_flow,tr_218dc4db8a554579,delegate_to_domain,accepted,ledger_anchor,2.0053
interactive_valid_flow,tr_1ee5dac255a041da,issue_delegation,accepted,signature_generation,0.074
interactive_valid_flow,tr_1ee5dac255a041da,issue_delegation,accepted,ledger_anchor,2.3367
interactive_valid_flow,tr_6be506866f884e04,delegate_to_domain,accepted,signature_generation,0.0732
interactive_valid_flow,tr_6be506866f884e04,delegate_to_domain,accepted,ledger_anchor,2.464
interactive_valid_flow,tr_d3b92d2a76994802,issue_downstream_delegation,accepted,incoming_cod_validation,0.164
interactive_valid_flow,tr_d3b92d2a76994802,issue_downstream_delegation,accepted,signature_generation,0.054
interactive_valid_flow,tr_d3b92d2a76994802,issue_downstream_delegation,accepted,ledger_anchor,3.9211
interactive_valid_flow,tr_7142d95a36824e66,delegate_to_domain,accepted,signature_generation,0.0736
interactive_valid_flow,tr_7142d95a36824e66,delegate_to_domain,accepted,ledger_anchor,2.8248
interactive_valid_flow,tr_cdfcde75b5764d8b,issue_downstream_delegation,accepted,incoming_cod_validation,0.1558
interactive_valid_flow,tr_cdfcde75b5764d8b,issue_downstream_delegation,accepted,signature_generation,0.0512
interactive_valid_flow,tr_cdfcde75b5764d8b,issue_downstream_delegation,accepted,ledger_anchor,1.8141
interactive_valid_flow,tr_db406885410347d9,issue_delegation,accepted,signature_generation,0.0822
interactive_valid_flow,tr_db406885410347d9,issue_delegation,accepted,ledger_anchor,3.0935
interactive_valid_flow,tr_0f8e85751e364d04,issue_downstream_delegation,accepted,incoming_cod_validation,0.1458
interactive_valid_flow,tr_0f8e85751e364d04,issue_downstream_delegation,accepted,signature_generation,0.0444
interactive_valid_flow,tr_0f8e85751e364d04,issue_downstream_delegation,accepted,ledger_anchor,2.3312
interactive_valid_flow,tr_f5c2b62da50d4281,verify_cod,accepted,cod_validation,0.1961
interactive_valid_flow,tr_f5c2b62da50d4281,verify_cod,accepted,capability_realization,0.1451
interactive_valid_flow,tr_f5c2b62da50d4281,verify_cod,accepted,ledger_anchor,1.7747
interactive_valid_flow,tr_cbd0c4578e244077,delegate_to_domain,accepted,signature_generation,0.0798
interactive_valid_flow,tr_cbd0c4578e244077,delegate_to_domain,accepted,ledger_anchor,1.3523
interactive_valid_flow,tr_e8610c462f5e4af8,verify_cod,accepted,cod_validation,0.2185
interactive_valid_flow,tr_e8610c462f5e4af8,verify_cod,accepted,capability_realization,0.1625
interactive_valid_flow,tr_e8610c462f5e4af8,verify_cod,accepted,ledger_anchor,3.6725
interactive_valid_flow,tr_4df155b96f174972,verify_cod,accepted,cod_validation,0.2183
interactive_valid_flow,tr_4df155b96f174972,verify_cod,accepted,capability_realization,0.0851
interactive_valid_flow,tr_4df155b96f174972,verify_cod,accepted,ledger_anchor,1.6318
interactive_valid_flow,tr_4f6ebe3556c742d1,issue_delegation,accepted,signature_generation,0.0663
interactive_valid_flow,tr_4f6ebe3556c742d1,issue_delegation,accepted,ledger_anchor,3.6161
interactive_valid_flow,tr_7d40d7f2b76340bc,issue_delegation,accepted,signature_generation,0.0848
interactive_valid_flow,tr_7d40d7f2b76340bc,issue_delegation,accepted,ledger_anchor,2.5269
interactive_valid_flow,tr_e859b8942be74169,issue_delegation,accepted,signature_generation,0.0777
interactive_valid_flow,tr_e859b8942be74169,issue_delegation,accepted,ledger_anchor,2.5184
interactive_valid_flow,tr_6093a89c83854105,issue_downstream_delegation,accepted,incoming_cod_validation,0.1601
interactive_valid_flow,tr_6093a89c83854105,issue_downstream_delegation,accepted,signature_generation,0.0505
interactive_valid_flow,tr_6093a89c83854105,issue_downstream_delegation,accepted,ledger_anchor,2.3445
interactive_valid_flow,tr_ac37bfda67b74914,delegate_to_domain,accepted,signature_generation,0.0837
interactive_valid_flow,tr_ac37bfda67b74914,delegate_to_domain,accepted,ledger_anchor,2.1863
interactive_valid_flow,tr_e588143456464800,delegate_to_domain,accepted,signature_generation,0.0822
interactive_valid_flow,tr_e588143456464800,delegate_to_domain,accepted,ledger_anchor,2.2012
interactive_valid_flow,tr_d7b4029da8d04d8a,delegate_to_domain,accepted,signature_generation,0.0675
interactive_valid_flow,tr_d7b4029da8d04d8a,delegate_to_domain,accepted,ledger_anchor,3.038
interactive_valid_flow,tr_61daddc85886403c,issue_delegation,accepted,signature_generation,0.0744
interactive_valid_flow,tr_61daddc85886403c,issue_delegation,accepted,ledger_anchor,2.3071
interactive_valid_flow,tr_a857541bbe9b4cd7,issue_delegation,accepted,signature_generation,0.074
interactive_valid_flow,tr_a857541bbe9b4cd7,issue_delegation,accepted,ledger_anchor,2.7918
interactive_valid_flow,tr_2b1b40d8e5bd4a1c,issue_delegation,accepted,signature_generation,0.0677
interactive_valid_flow,tr_2b1b40d8e5bd4a1c,issue_delegation,accepted,ledger_anchor,2.474
interactive_valid_flow,tr_4184d1fdbdb440e4,issue_downstream_delegation,accepted,incoming_cod_validation,0.1746
interactive_valid_flow,tr_4184d1fdbdb440e4,issue_downstream_delegation,accepted,signature_generation,0.0677
interactive_valid_flow,tr_4184d1fdbdb440e4,issue_downstream_delegation,accepted,ledger_anchor,2.0994
interactive_valid_flow,tr_eff91f657f3545c2,issue_downstream_delegation,accepted,incoming_cod_validation,0.1229
interactive_valid_flow,tr_eff91f657f3545c2,issue_downstream_delegation,accepted,signature_generation,0.0438
interactive_valid_flow,tr_eff91f657f3545c2,issue_downstream_delegation,accepted,ledger_anchor,5.8852
interactive_valid_flow,tr_ca7f856992e444e3,verify_cod,accepted,cod_validation,0.203
interactive_valid_flow,tr_ca7f856992e444e3,verify_cod,accepted,capability_realization,0.0772
interactive_valid_flow,tr_ca7f856992e444e3,verify_cod,accepted,ledger_anchor,5.0791
interactive_valid_flow,tr_c6b4521360a24ab7,delegate_to_domain,accepted,signature_generation,0.0702
interactive_valid_flow,tr_c6b4521360a24ab7,delegate_to_domain,accepted,ledger_anchor,3.4502
interactive_valid_flow,tr_c8e99aaa06c94d6b,delegate_to_domain,accepted,signature_generation,0.072
interactive_valid_flow,tr_c8e99aaa06c94d6b,delegate_to_domain,accepted,ledger_anchor,2.9127
interactive_valid_flow,tr_9d12b997f0924d73,issue_downstream_delegation,accepted,incoming_cod_validation,0.1753
interactive_valid_flow,tr_9d12b997f0924d73,issue_downstream_delegation,accepted,signature_generation,0.0722
interactive_valid_flow,tr_9d12b997f0924d73,issue_downstream_delegation,accepted,ledger_anchor,6.0623
interactive_valid_flow,tr_0c89a8cfeafe4417,delegate_to_domain,accepted,signature_generation,0.163
interactive_valid_flow,tr_0c89a8cfeafe4417,delegate_to_domain,accepted,ledger_anchor,3.1747
interactive_valid_flow,tr_2c63e2bdffae4523,issue_downstream_delegation,accepted,incoming_cod_validation,0.3305
interactive_valid_flow,tr_2c63e2bdffae4523,issue_downstream_delegation,accepted,signature_generation,0.0596
interactive_valid_flow,tr_2c63e2bdffae4523,issue_downstream_delegation,accepted,ledger_anchor,5.8417
interactive_valid_flow,tr_707fb876baa143e3,issue_downstream_delegation,accepted,incoming_cod_validation,0.1336
interactive_valid_flow,tr_707fb876baa143e3,issue_downstream_delegation,accepted,signature_generation,0.0759
interactive_valid_flow,tr_707fb876baa143e3,issue_downstream_delegation,accepted,ledger_anchor,5.6881
interactive_valid_flow,tr_fda85a6547ed4618,verify_cod,accepted,cod_validation,0.2233
interactive_valid_flow,tr_fda85a6547ed4618,verify_cod,accepted,capability_realization,0.078
interactive_valid_flow,tr_fda85a6547ed4618,verify_cod,accepted,ledger_anchor,4.5964
interactive_valid_flow,tr_3e058e8f7d814d00,verify_cod,accepted,cod_validation,0.2187
interactive_valid_flow,tr_3e058e8f7d814d00,verify_cod,accepted,capability_realization,0.0772
interactive_valid_flow,tr_3e058e8f7d814d00,verify_cod,accepted,ledger_anchor,4.3366
interactive_valid_flow,tr_73c3b9bd7dd746a4,issue_downstream_delegation,accepted,incoming_cod_validation,0.1702
interactive_valid_flow,tr_73c3b9bd7dd746a4,issue_downstream_delegation,accepted,signature_generation,0.0697
interactive_valid_flow,tr_73c3b9bd7dd746a4,issue_downstream_delegation,accepted,ledger_anchor,5.9005
interactive_valid_flow,tr_62334b00a866433b,verify_cod,accepted,cod_validation,0.348
interactive_valid_flow,tr_62334b00a866433b,verify_cod,accepted,capability_realization,0.0731
interactive_valid_flow,tr_62334b00a866433b,verify_cod,accepted,ledger_anchor,3.6687
interactive_valid_flow,tr_378764f703cb47c8,issue_delegation,accepted,signature_generation,0.124
interactive_valid_flow,tr_378764f703cb47c8,issue_delegation,accepted,ledger_anchor,3.3169
interactive_valid_flow,tr_c495fb8220e341e5,issue_delegation,accepted,signature_generation,0.0753
interactive_valid_flow,tr_c495fb8220e341e5,issue_delegation,accepted,ledger_anchor,2.857
interactive_valid_flow,tr_c326cfc952924333,issue_delegation,accepted,signature_generation,0.1001
interactive_valid_flow,tr_c326cfc952924333,issue_delegation,accepted,ledger_anchor,2.4
interactive_valid_flow,tr_51e29b3d22294cee,delegate_to_domain,accepted,signature_generation,0.0825
interactive_valid_flow,tr_51e29b3d22294cee,delegate_to_domain,accepted,ledger_anchor,3.0814
interactive_valid_flow,tr_a4ab0ba2c1814d68,verify_cod,accepted,cod_validation,0.272
interactive_valid_flow,tr_a4ab0ba2c1814d68,verify_cod,accepted,capability_realization,0.0694
interactive_valid_flow,tr_a4ab0ba2c1814d68,verify_cod,accepted,ledger_anchor,5.4043
interactive_valid_flow,tr_1e8edcf608674b39,delegate_to_domain,accepted,signature_generation,0.0532
interactive_valid_flow,tr_1e8edcf608674b39,delegate_to_domain,accepted,ledger_anchor,2.5792
interactive_valid_flow,tr_6c7e6443d6614a60,delegate_to_domain,accepted,signature_generation,0.0748
interactive_valid_flow,tr_6c7e6443d6614a60,delegate_to_domain,accepted,ledger_anchor,2.6209
interactive_valid_flow,tr_6401dd3f73344e59,verify_cod,accepted,cod_validation,0.2171
interactive_valid_flow,tr_6401dd3f73344e59,verify_cod,accepted,capability_realization,0.096
interactive_valid_flow,tr_6401dd3f73344e59,verify_cod,accepted,ledger_anchor,5.4576
interactive_valid_flow,tr_b94dd05319434e25,issue_delegation,accepted,signature_generation,0.0768
interactive_valid_flow,tr_b94dd05319434e25,issue_delegation,accepted,ledger_anchor,2.3239
interactive_valid_flow,tr_e3cf231c6f3740ef,verify_cod,accepted,cod_validation,0.1703
interactive_valid_flow,tr_e3cf231c6f3740ef,verify_cod,accepted,capability_realization,0.133
interactive_valid_flow,tr_e3cf231c6f3740ef,verify_cod,accepted,ledger_anchor,4.5575
interactive_valid_flow,tr_baed95966caf4819,issue_downstream_delegation,accepted,incoming_cod_validation,0.1472
interactive_valid_flow,tr_baed95966caf4819,issue_downstream_delegation,accepted,signature_generation,0.0498
interactive_valid_flow,tr_baed95966caf4819,issue_downstream_delegation,accepted,ledger_anchor,3.0704
interactive_valid_flow,tr_c773a0a879884950,issue_downstream_delegation,accepted,incoming_cod_validation,0.3845
interactive_valid_flow,tr_c773a0a879884950,issue_downstream_delegation,accepted,signature_generation,0.0612
interactive_valid_flow,tr_c773a0a879884950,issue_downstream_delegation,accepted,ledger_anchor,4.4053
interactive_valid_flow,tr_64e72e7132f44000,issue_downstream_delegation,accepted,incoming_cod_validation,0.1754
interactive_valid_flow,tr_64e72e7132f44000,issue_downstream_delegation,accepted,signature_generation,0.1005
interactive_valid_flow,tr_64e72e7132f44000,issue_downstream_delegation,accepted,ledger_anchor,5.6537
interactive_valid_flow,tr_e23be9b073bb49f9,delegate_to_domain,accepted,signature_generation,0.0816
interactive_valid_flow,tr_e23be9b073bb49f9,delegate_to_domain,accepted,ledger_anchor,2.9274
interactive_valid_flow,tr_e931b2efab4643ca,issue_downstream_delegation,accepted,incoming_cod_validation,0.1581
interactive_valid_flow,tr_e931b2efab4643ca,issue_downstream_delegation,accepted,signature_generation,0.1128
