scenario,trace_id,operation,decision,metric,value_ms
token_tests_baseline,tr_4077e535a9cb4d59,issue_delegation,accepted,signature_generation,0.2279
token_tests_baseline,tr_4077e535a9cb4d59,issue_delegation,accepted,ledger_anchor,6.591
token_tests_baseline,tr_40af0f19bd714559,delegate_to_domain,accepted,signature_generation,0.2495
token_tests_baseline,tr_40af0f19bd714559,delegate_to_domain,accepted,ledger_anchor,2.6265
token_tests_baseline,tr_c443da391e894269,issue_downstream_delegation,accepted,incoming_cod_validation,0.3422
token_tests_baseline,tr_c443da391e894269,issue_downstream_delegation,accepted,signature_generation,0.0701
token_tests_baseline,tr_c443da391e894269,issue_downstream_delegation,accepted,ledger_anchor,2.6373
token_test_valid_three_hop_cod,tr_751113a5e25e42d0,verify_cod,accepted,cod_validation,0.4352
token_test_valid_three_hop_cod,tr_751113a5e25e42d0,verify_cod,accepted,capability_realization,0.103
token_test_valid_three_hop_cod,tr_751113a5e25e42d0,verify_cod,accepted,ledger_anchor,1.6526
token_test_tampered_dc_payload,tr_9a7f2d4e91fd4286,verify_cod,rejected,cod_validation,0.2525
token_test_scope_expansion_without_valid_signature,tr_c710eb8df596459a,verify_cod,rejected,cod_validation,0.2204
token_test_action_expansion_without_valid_signature,tr_2f8176a08bb44d7c,verify_cod,rejected,cod_validation,0.196
token_test_resource_expansion_without_valid_signature,tr_da3fe94ff26b478c,verify_cod,rejected,cod_validation,0.4476
token_test_reordered_delegation_chain,tr_29c3d33aa3994ad4,verify_cod,rejected,cod_validation,0.2166
token_test_missing_middle_dc,tr_912a07eb6e034221,verify_cod,rejected,cod_validation,0.1526
token_test_duplicate_dc,tr_a15a7ac1fb9c4f05,verify_cod,rejected,cod_validation,0.2013
token_test_wrong_issuer_key,tr_2f2e451e6fd84bef,verify_cod,rejected,cod_validation,0.1885
token_test_missing_required_dc_claim,tr_4159582d251e4af2,verify_cod,rejected,cod_validation,0.139
token_test_depth_overflow,tr_db90c7487f5c4226,verify_cod,rejected,cod_validation,0.0018
token_test_unknown_holder_verification_method,tr_e93d145e6def4687,verify_cod,rejected,cod_validation,0.1997
token_test_revoked_middle_dc,tr_f1d2eb4f3aa94e68,verify_cod,rejected,cod_validation,0.137
interactive_valid_flow,tr_283a743b1eff43c9,issue_delegation,accepted,signature_generation,0.0989
interactive_valid_flow,tr_283a743b1eff43c9,issue_delegation,accepted,ledger_anchor,1.6865
interactive_valid_flow,tr_4fbf8a2ccea140c3,delegate_to_domain,accepted,signature_generation,0.0928
interactive_valid_flow,tr_4fbf8a2ccea140c3,delegate_to_domain,accepted,ledger_anchor,2.3388
interactive_valid_flow,tr_7a850e34f15647c8,issue_downstream_delegation,accepted,incoming_cod_validation,0.1826
interactive_valid_flow,tr_7a850e34f15647c8,issue_downstream_delegation,accepted,signature_generation,0.051
interactive_valid_flow,tr_7a850e34f15647c8,issue_downstream_delegation,accepted,ledger_anchor,1.4405
interactive_valid_flow,tr_b4b89d76d0d84de3,verify_cod,accepted,cod_validation,0.2675
interactive_valid_flow,tr_b4b89d76d0d84de3,verify_cod,accepted,capability_realization,0.0838
interactive_valid_flow,tr_b4b89d76d0d84de3,verify_cod,accepted,ledger_anchor,1.2895
token_test_valid_capability_without_nonce_consumption,tr_0378ce760ce747ad,verify_capability,accepted,capability_base_validation,0.0727
token_test_valid_capability_without_nonce_consumption,tr_0378ce760ce747ad,verify_capability,accepted,holder_key_resolution,0.8685
token_test_valid_capability_without_nonce_consumption,tr_0378ce760ce747ad,verify_capability,accepted,challenge_state_check,0.2956
token_test_valid_capability_without_nonce_consumption,tr_0378ce760ce747ad,verify_capability,accepted,holder_proof_verification,0.0842
token_test_valid_capability_without_nonce_consumption,tr_0378ce760ce747ad,verify_capability,accepted,ledger_anchor,1.1449
token_test_valid_first_use_consumes_nonce,tr_7db548527bf34afe,verify_capability,accepted,capability_base_validation,0.0836
token_test_valid_first_use_consumes_nonce,tr_7db548527bf34afe,verify_capability,accepted,holder_key_resolution,0.6709
token_test_valid_first_use_consumes_nonce,tr_7db548527bf34afe,verify_capability,accepted,challenge_state_check,0.3273
token_test_valid_first_use_consumes_nonce,tr_7db548527bf34afe,verify_capability,accepted,holder_proof_verification,0.0605
token_test_valid_first_use_consumes_nonce,tr_7db548527bf34afe,verify_capability,accepted,nonce_challenge_state_consumption,1.0452
token_test_valid_first_use_consumes_nonce,tr_7db548527bf34afe,verify_capability,accepted,ledger_anchor,1.2743
token_test_replay_same_capability,tr_ffd35308cdea4e2a,verify_capability,rejected,capability_base_validation,0.0793
interactive_valid_flow,tr_d8c1996fef604788,issue_delegation,accepted,signature_generation,0.0813
interactive_valid_flow,tr_d8c1996fef604788,issue_delegation,accepted,ledger_anchor,1.4062
interactive_valid_flow,tr_ed806672ac194789,delegate_to_domain,accepted,signature_generation,0.0985
interactive_valid_flow,tr_ed806672ac194789,delegate_to_domain,accepted,ledger_anchor,1.1607
interactive_valid_flow,tr_ca9d0d133a034a3a,issue_downstream_delegation,accepted,incoming_cod_validation,0.2061
interactive_valid_flow,tr_ca9d0d133a034a3a,issue_downstream_delegation,accepted,signature_generation,0.0529
interactive_valid_flow,tr_ca9d0d133a034a3a,issue_downstream_delegation,accepted,ledger_anchor,1.3436
interactive_valid_flow,tr_6206d3e716bd4cb7,verify_cod,accepted,cod_validation,0.2058
interactive_valid_flow,tr_6206d3e716bd4cb7,verify_cod,accepted,capability_realization,0.0719
interactive_valid_flow,tr_6206d3e716bd4cb7,verify_cod,accepted,ledger_anchor,1.2023
token_test_wrong_action,tr_da08da58053b4568,verify_capability,rejected,capability_base_validation,0.0795
token_test_wrong_resource,tr_339f323633174df3,verify_capability,rejected,capability_base_validation,0.0725
token_test_wrong_subject,tr_fcf01978354b4dec,verify_capability,rejected,capability_base_validation,0.0873
token_test_tampered_capability_payload,tr_e6dc648e0c1a4ece,verify_capability,rejected,capability_base_validation,0.0684
token_test_missing_nonce,tr_3d79958341834c38,verify_capability,rejected,capability_base_validation,0.0052
interactive_valid_flow,tr_b3a621949df84f85,issue_delegation,accepted,signature_generation,0.0818
interactive_valid_flow,tr_b3a621949df84f85,issue_delegation,accepted,ledger_anchor,1.4125
interactive_valid_flow,tr_7bd3e1763f684d83,delegate_to_domain,accepted,signature_generation,0.0821
interactive_valid_flow,tr_7bd3e1763f684d83,delegate_to_domain,accepted,ledger_anchor,1.3953
interactive_valid_flow,tr_f3e15031e7bc4685,issue_downstream_delegation,accepted,incoming_cod_validation,0.1613
interactive_valid_flow,tr_f3e15031e7bc4685,issue_downstream_delegation,accepted,signature_generation,0.0462
interactive_valid_flow,tr_f3e15031e7bc4685,issue_downstream_delegation,accepted,ledger_anchor,1.2892
interactive_valid_flow,tr_8d6774b6a88a4d0a,verify_cod,accepted,cod_validation,0.2017
interactive_valid_flow,tr_8d6774b6a88a4d0a,verify_cod,accepted,capability_realization,0.0703
interactive_valid_flow,tr_8d6774b6a88a4d0a,verify_cod,accepted,ledger_anchor,1.1829
token_test_expired_capability,tr_5b15d4f248564c99,verify_capability,rejected,capability_base_validation,0.0698
interactive_valid_flow,tr_113fa0c0b4164ed3,issue_delegation,accepted,signature_generation,0.0874
interactive_valid_flow,tr_113fa0c0b4164ed3,issue_delegation,accepted,ledger_anchor,1.3117
interactive_valid_flow,tr_e2eb19239aa94969,delegate_to_domain,accepted,signature_generation,0.0738
interactive_valid_flow,tr_e2eb19239aa94969,delegate_to_domain,accepted,ledger_anchor,1.1381
interactive_valid_flow,tr_54649f8bf5cc46ce,issue_downstream_delegation,accepted,incoming_cod_validation,0.1651
interactive_valid_flow,tr_54649f8bf5cc46ce,issue_downstream_delegation,accepted,signature_generation,0.0508
interactive_valid_flow,tr_54649f8bf5cc46ce,issue_downstream_delegation,accepted,ledger_anchor,1.3186
interactive_valid_flow,tr_a60dab7a54f64070,verify_cod,accepted,cod_validation,0.1964
interactive_valid_flow,tr_a60dab7a54f64070,verify_cod,accepted,capability_realization,0.0722
interactive_valid_flow,tr_a60dab7a54f64070,verify_cod,accepted,ledger_anchor,1.1008
token_test_revoked_capability,tr_c4e384f09d634d83,verify_capability,rejected,capability_base_validation,0.0774
interactive_valid_flow,tr_e4542917f4c5487e,issue_delegation,accepted,signature_generation,0.0813
interactive_valid_flow,tr_e4542917f4c5487e,issue_delegation,accepted,ledger_anchor,1.2127
interactive_valid_flow,tr_886f08abca8d4b25,delegate_to_domain,accepted,signature_generation,0.0766
interactive_valid_flow,tr_886f08abca8d4b25,delegate_to_domain,accepted,ledger_anchor,1.1455
interactive_valid_flow,tr_606daf9730e04a0b,issue_downstream_delegation,accepted,incoming_cod_validation,0.163
interactive_valid_flow,tr_606daf9730e04a0b,issue_downstream_delegation,accepted,signature_generation,0.0455
interactive_valid_flow,tr_606daf9730e04a0b,issue_downstream_delegation,accepted,ledger_anchor,1.2202
interactive_valid_flow,tr_d27470f6564347dc,verify_cod,accepted,cod_validation,0.1925
interactive_valid_flow,tr_d27470f6564347dc,verify_cod,accepted,capability_realization,0.0733
interactive_valid_flow,tr_d27470f6564347dc,verify_cod,accepted,ledger_anchor,1.2222
interactive_valid_flow,tr_c16cc7f36a6f4242,issue_delegation,accepted,signature_generation,0.0878
interactive_valid_flow,tr_c16cc7f36a6f4242,issue_delegation,accepted,ledger_anchor,1.4065
interactive_valid_flow,tr_19137eca5f674a2e,delegate_to_domain,accepted,signature_generation,0.0802
interactive_valid_flow,tr_19137eca5f674a2e,delegate_to_domain,accepted,ledger_anchor,1.1918
interactive_valid_flow,tr_161298179da34551,issue_downstream_delegation,accepted,incoming_cod_validation,0.1591
interactive_valid_flow,tr_161298179da34551,issue_downstream_delegation,accepted,signature_generation,0.0474
interactive_valid_flow,tr_161298179da34551,issue_downstream_delegation,accepted,ledger_anchor,1.2648
interactive_valid_flow,tr_33263104eeb547ce,verify_cod,accepted,cod_validation,0.224
interactive_valid_flow,tr_33263104eeb547ce,verify_cod,accepted,capability_realization,0.0669
interactive_valid_flow,tr_33263104eeb547ce,verify_cod,accepted,ledger_anchor,1.1815
interactive_valid_flow,tr_02de68112c1a4b61,issue_delegation,accepted,signature_generation,0.0867
interactive_valid_flow,tr_02de68112c1a4b61,issue_delegation,accepted,ledger_anchor,1.4114
interactive_valid_flow,tr_2363dabda92a4cab,delegate_to_domain,accepted,signature_generation,0.0849
interactive_valid_flow,tr_2363dabda92a4cab,delegate_to_domain,accepted,ledger_anchor,1.173
interactive_valid_flow,tr_83325ea71a0d45da,issue_downstream_delegation,accepted,incoming_cod_validation,0.1663
interactive_valid_flow,tr_83325ea71a0d45da,issue_downstream_delegation,accepted,signature_generation,0.0522
interactive_valid_flow,tr_83325ea71a0d45da,issue_downstream_delegation,accepted,ledger_anchor,1.1245
interactive_valid_flow,tr_bdbf44dfbe4f4d8e,verify_cod,accepted,cod_validation,0.2051
interactive_valid_flow,tr_bdbf44dfbe4f4d8e,verify_cod,accepted,capability_realization,0.0698
interactive_valid_flow,tr_bdbf44dfbe4f4d8e,verify_cod,accepted,ledger_anchor,1.2207
interactive_valid_flow,tr_a2f1208c9bcd47a7,issue_delegation,accepted,signature_generation,0.0841
interactive_valid_flow,tr_a2f1208c9bcd47a7,issue_delegation,accepted,ledger_anchor,1.3131
interactive_valid_flow,tr_abd99cd75206471b,delegate_to_domain,accepted,signature_generation,0.0843
interactive_valid_flow,tr_abd99cd75206471b,delegate_to_domain,accepted,ledger_anchor,1.1683
interactive_valid_flow,tr_798c5064e51c44a4,issue_downstream_delegation,accepted,incoming_cod_validation,0.1832
interactive_valid_flow,tr_798c5064e51c44a4,issue_downstream_delegation,accepted,signature_generation,0.0539
interactive_valid_flow,tr_798c5064e51c44a4,issue_downstream_delegation,accepted,ledger_anchor,1.348
interactive_valid_flow,tr_cfab3b7ad3b94c98,verify_cod,accepted,cod_validation,0.2019
interactive_valid_flow,tr_cfab3b7ad3b94c98,verify_cod,accepted,capability_realization,0.0728
interactive_valid_flow,tr_cfab3b7ad3b94c98,verify_cod,accepted,ledger_anchor,1.2063
benchmark_warmup,tr_09eeaf6ed34d4820,issue_delegation,accepted,signature_generation,0.0951
benchmark_warmup,tr_09eeaf6ed34d4820,issue_delegation,accepted,ledger_anchor,1.465
benchmark_warmup,tr_62d031d20208468c,delegate_to_domain,accepted,signature_generation,0.0844
benchmark_warmup,tr_62d031d20208468c,delegate_to_domain,accepted,ledger_anchor,1.2047
benchmark_warmup,tr_4ef73b1a098a4a3f,issue_downstream_delegation,accepted,incoming_cod_validation,0.173
benchmark_warmup,tr_4ef73b1a098a4a3f,issue_downstream_delegation,accepted,signature_generation,0.0478
benchmark_warmup,tr_4ef73b1a098a4a3f,issue_downstream_delegation,accepted,ledger_anchor,1.3039
benchmark_warmup,tr_f8098d7bc22f4f95,verify_cod,accepted,cod_validation,0.2183
benchmark_warmup,tr_f8098d7bc22f4f95,verify_cod,accepted,capability_realization,0.0751
benchmark_warmup,tr_f8098d7bc22f4f95,verify_cod,accepted,ledger_anchor,1.2217
benchmark_warmup,tr_2ba7dac636674c1d,verify_capability,accepted,capability_base_validation,0.0727
benchmark_warmup,tr_2ba7dac636674c1d,verify_capability,accepted,holder_key_resolution,0.69
benchmark_warmup,tr_2ba7dac636674c1d,verify_capability,accepted,challenge_state_check,0.3986
benchmark_warmup,tr_2ba7dac636674c1d,verify_capability,accepted,holder_proof_verification,0.0644
benchmark_warmup,tr_2ba7dac636674c1d,verify_capability,accepted,nonce_challenge_state_consumption,1.0493
benchmark_warmup,tr_2ba7dac636674c1d,verify_capability,accepted,ledger_anchor,1.1228
benchmark_warmup,tr_90ec72d3cc424db9,issue_delegation,accepted,signature_generation,0.0775
benchmark_warmup,tr_90ec72d3cc424db9,issue_delegation,accepted,ledger_anchor,1.3359
benchmark_warmup,tr_6a5242efed9d4079,delegate_to_domain,accepted,signature_generation,0.0777
benchmark_warmup,tr_6a5242efed9d4079,delegate_to_domain,accepted,ledger_anchor,1.208
benchmark_warmup,tr_1a15ddf6f9214dbf,issue_downstream_delegation,accepted,incoming_cod_validation,0.1585
benchmark_warmup,tr_1a15ddf6f9214dbf,issue_downstream_delegation,accepted,signature_generation,0.0511
benchmark_warmup,tr_1a15ddf6f9214dbf,issue_downstream_delegation,accepted,ledger_anchor,1.1598
benchmark_warmup,tr_abefa987b91f471f,verify_cod,accepted,cod_validation,0.2031
benchmark_warmup,tr_abefa987b91f471f,verify_cod,accepted,capability_realization,0.074
benchmark_warmup,tr_abefa987b91f471f,verify_cod,accepted,ledger_anchor,1.1304
benchmark_warmup,tr_2c05715d04f74e35,verify_capability,accepted,capability_base_validation,0.0843
benchmark_warmup,tr_2c05715d04f74e35,verify_capability,accepted,holder_key_resolution,0.6708
benchmark_warmup,tr_2c05715d04f74e35,verify_capability,accepted,challenge_state_check,0.3145
benchmark_warmup,tr_2c05715d04f74e35,verify_capability,accepted,holder_proof_verification,0.0602
benchmark_warmup,tr_2c05715d04f74e35,verify_capability,accepted,nonce_challenge_state_consumption,0.9537
benchmark_warmup,tr_2c05715d04f74e35,verify_capability,accepted,ledger_anchor,1.1827
benchmark,tr_48c76122bb3c4035,issue_delegation,accepted,signature_generation,0.0744
benchmark,tr_48c76122bb3c4035,issue_delegation,accepted,ledger_anchor,1.4448
benchmark,tr_9dc2c00d023d46d8,delegate_to_domain,accepted,signature_generation,0.0773
benchmark,tr_9dc2c00d023d46d8,delegate_to_domain,accepted,ledger_anchor,1.1749
benchmark,tr_e37b2e7879184d01,issue_downstream_delegation,accepted,incoming_cod_validation,0.1516
benchmark,tr_e37b2e7879184d01,issue_downstream_delegation,accepted,signature_generation,0.0494
benchmark,tr_e37b2e7879184d01,issue_downstream_delegation,accepted,ledger_anchor,1.1455
benchmark,tr_34afec2c221a4f55,verify_cod,accepted,cod_validation,0.1958
benchmark,tr_34afec2c221a4f55,verify_cod,accepted,capability_realization,0.0649
benchmark,tr_34afec2c221a4f55,verify_cod,accepted,ledger_anchor,1.1163
benchmark,tr_47d1348be4614011,verify_capability,accepted,capability_base_validation,0.0848
benchmark,tr_47d1348be4614011,verify_capability,accepted,holder_key_resolution,0.6458
benchmark,tr_47d1348be4614011,verify_capability,accepted,challenge_state_check,0.3332
benchmark,tr_47d1348be4614011,verify_capability,accepted,holder_proof_verification,0.0552
benchmark,tr_47d1348be4614011,verify_capability,accepted,nonce_challenge_state_consumption,1.0516
benchmark,tr_47d1348be4614011,verify_capability,accepted,ledger_anchor,1.1305
benchmark,tr_e41aa47b046341f6,issue_delegation,accepted,signature_generation,0.0791
benchmark,tr_e41aa47b046341f6,issue_delegation,accepted,ledger_anchor,1.4489
benchmark,tr_bf99e37667de47ee,delegate_to_domain,accepted,signature_generation,0.0812
benchmark,tr_bf99e37667de47ee,delegate_to_domain,accepted,ledger_anchor,1.2119
benchmark,tr_fd6283b3e59a4aa6,issue_downstream_delegation,accepted,incoming_cod_validation,0.1558
benchmark,tr_fd6283b3e59a4aa6,issue_downstream_delegation,accepted,signature_generation,0.0465
benchmark,tr_fd6283b3e59a4aa6,issue_downstream_delegation,accepted,ledger_anchor,1.0885
benchmark,tr_956e65b64842430f,verify_cod,accepted,cod_validation,0.1978
benchmark,tr_956e65b64842430f,verify_cod,accepted,capability_realization,0.0645
benchmark,tr_956e65b64842430f,verify_cod,accepted,ledger_anchor,1.1294
benchmark,tr_49b9c0d9312a43a6,verify_capability,accepted,capability_base_validation,0.081
benchmark,tr_49b9c0d9312a43a6,verify_capability,accepted,holder_key_resolution,0.6337
benchmark,tr_49b9c0d9312a43a6,verify_capability,accepted,challenge_state_check,0.332
benchmark,tr_49b9c0d9312a43a6,verify_capability,accepted,holder_proof_verification,0.0554
benchmark,tr_49b9c0d9312a43a6,verify_capability,accepted,nonce_challenge_state_consumption,1.0905
benchmark,tr_49b9c0d9312a43a6,verify_capability,accepted,ledger_anchor,1.0828
benchmark,tr_5a312aa4eaf847c8,issue_delegation,accepted,signature_generation,0.0769
benchmark,tr_5a312aa4eaf847c8,issue_delegation,accepted,ledger_anchor,1.492
benchmark,tr_b9a5a4a566bb44ce,delegate_to_domain,accepted,signature_generation,0.0813
benchmark,tr_b9a5a4a566bb44ce,delegate_to_domain,accepted,ledger_anchor,1.2519
benchmark,tr_2017edaac78645e6,issue_downstream_delegation,accepted,incoming_cod_validation,0.1551
benchmark,tr_2017edaac78645e6,issue_downstream_delegation,accepted,signature_generation,0.0473
benchmark,tr_2017edaac78645e6,issue_downstream_delegation,accepted,ledger_anchor,1.1302
benchmark,tr_7e047d2e3a39438e,verify_cod,accepted,cod_validation,0.1975
benchmark,tr_7e047d2e3a39438e,verify_cod,accepted,capability_realization,0.0696
benchmark,tr_7e047d2e3a39438e,verify_cod,accepted,ledger_anchor,1.2556
benchmark,tr_d7066a2934ed49df,verify_capability,accepted,capability_base_validation,0.0741
benchmark,tr_d7066a2934ed49df,verify_capability,accepted,holder_key_resolution,0.6692
benchmark,tr_d7066a2934ed49df,verify_capability,accepted,challenge_state_check,0.3371
benchmark,tr_d7066a2934ed49df,verify_capability,accepted,holder_proof_verification,0.0545
benchmark,tr_d7066a2934ed49df,verify_capability,accepted,nonce_challenge_state_consumption,1.0424
benchmark,tr_d7066a2934ed49df,verify_capability,accepted,ledger_anchor,1.1857
benchmark,tr_7bfd60dd0c424a19,issue_delegation,accepted,signature_generation,0.0839
benchmark,tr_7bfd60dd0c424a19,issue_delegation,accepted,ledger_anchor,1.3222
benchmark,tr_f2e86d782cba40b7,delegate_to_domain,accepted,signature_generation,0.0793
benchmark,tr_f2e86d782cba40b7,delegate_to_domain,accepted,ledger_anchor,1.0976
benchmark,tr_fce39e80459f4023,issue_downstream_delegation,accepted,incoming_cod_validation,0.1577
benchmark,tr_fce39e80459f4023,issue_downstream_delegation,accepted,signature_generation,0.0501
benchmark,tr_fce39e80459f4023,issue_downstream_delegation,accepted,ledger_anchor,1.1206
benchmark,tr_3212432996574316,verify_cod,accepted,cod_validation,0.2108
benchmark,tr_3212432996574316,verify_cod,accepted,capability_realization,0.0665
benchmark,tr_3212432996574316,verify_cod,accepted,ledger_anchor,1.0546
benchmark,tr_4fbf4cb5dca746ef,verify_capability,accepted,capability_base_validation,0.0828
benchmark,tr_4fbf4cb5dca746ef,verify_capability,accepted,holder_key_resolution,0.6881
benchmark,tr_4fbf4cb5dca746ef,verify_capability,accepted,challenge_state_check,0.3098
benchmark,tr_4fbf4cb5dca746ef,verify_capability,accepted,holder_proof_verification,0.0574
benchmark,tr_4fbf4cb5dca746ef,verify_capability,accepted,nonce_challenge_state_consumption,1.0428
benchmark,tr_4fbf4cb5dca746ef,verify_capability,accepted,ledger_anchor,1.0842
benchmark,tr_d2d9b9ccbe994bdd,issue_delegation,accepted,signature_generation,0.0828
benchmark,tr_d2d9b9ccbe994bdd,issue_delegation,accepted,ledger_anchor,1.2987
benchmark,tr_db060b1928224695,delegate_to_domain,accepted,signature_generation,0.0785
benchmark,tr_db060b1928224695,delegate_to_domain,accepted,ledger_anchor,1.2208
benchmark,tr_699030ac7bff48a2,issue_downstream_delegation,accepted,incoming_cod_validation,0.1662
benchmark,tr_699030ac7bff48a2,issue_downstream_delegation,accepted,signature_generation,0.0488
benchmark,tr_699030ac7bff48a2,issue_downstream_delegation,accepted,ledger_anchor,1.1233
benchmark,tr_4b7be897de404446,verify_cod,accepted,cod_validation,0.1954
benchmark,tr_4b7be897de404446,verify_cod,accepted,capability_realization,0.0635
benchmark,tr_4b7be897de404446,verify_cod,accepted,ledger_anchor,1.145
benchmark,tr_dc8fc165c3264f49,verify_capability,accepted,capability_base_validation,0.0766
benchmark,tr_dc8fc165c3264f49,verify_capability,accepted,holder_key_resolution,0.6018
benchmark,tr_dc8fc165c3264f49,verify_capability,accepted,challenge_state_check,0.3357
benchmark,tr_dc8fc165c3264f49,verify_capability,accepted,holder_proof_verification,0.0532
benchmark,tr_dc8fc165c3264f49,verify_capability,accepted,nonce_challenge_state_consumption,1.0124
benchmark,tr_dc8fc165c3264f49,verify_capability,accepted,ledger_anchor,1.0934
benchmark,tr_5317e18ee19a4f00,issue_delegation,accepted,signature_generation,0.0809
benchmark,tr_5317e18ee19a4f00,issue_delegation,accepted,ledger_anchor,1.2838
benchmark,tr_58ae8913148e499d,delegate_to_domain,accepted,signature_generation,0.0812
benchmark,tr_58ae8913148e499d,delegate_to_domain,accepted,ledger_anchor,1.0442
benchmark,tr_6e23c98ba7ef4338,issue_downstream_delegation,accepted,incoming_cod_validation,0.155
benchmark,tr_6e23c98ba7ef4338,issue_downstream_delegation,accepted,signature_generation,0.0455
benchmark,tr_6e23c98ba7ef4338,issue_downstream_delegation,accepted,ledger_anchor,1.2095
benchmark,tr_379e897934264ea9,verify_cod,accepted,cod_validation,0.2025
benchmark,tr_379e897934264ea9,verify_cod,accepted,capability_realization,0.0664
benchmark,tr_379e897934264ea9,verify_cod,accepted,ledger_anchor,1.1582
benchmark,tr_892567f9d43348f2,verify_capability,accepted,capability_base_validation,0.083
benchmark,tr_892567f9d43348f2,verify_capability,accepted,holder_key_resolution,0.6705
benchmark,tr_892567f9d43348f2,verify_capability,accepted,challenge_state_check,0.5921
benchmark,tr_892567f9d43348f2,verify_capability,accepted,holder_proof_verification,0.0627
benchmark,tr_892567f9d43348f2,verify_capability,accepted,nonce_challenge_state_consumption,1.199
benchmark,tr_892567f9d43348f2,verify_capability,accepted,ledger_anchor,1.225
benchmark,tr_d79b9f058b654a6f,issue_delegation,accepted,signature_generation,0.1012
benchmark,tr_d79b9f058b654a6f,issue_delegation,accepted,ledger_anchor,1.4615
benchmark,tr_0b41753ea52c4d98,delegate_to_domain,accepted,signature_generation,0.0818
benchmark,tr_0b41753ea52c4d98,delegate_to_domain,accepted,ledger_anchor,1.2782
benchmark,tr_f131ab7348e34321,issue_downstream_delegation,accepted,incoming_cod_validation,0.1883
benchmark,tr_f131ab7348e34321,issue_downstream_delegation,accepted,signature_generation,0.051
benchmark,tr_f131ab7348e34321,issue_downstream_delegation,accepted,ledger_anchor,1.478
benchmark,tr_7cbb8704d6e94501,verify_cod,accepted,cod_validation,0.2455
benchmark,tr_7cbb8704d6e94501,verify_cod,accepted,capability_realization,0.0684
benchmark,tr_7cbb8704d6e94501,verify_cod,accepted,ledger_anchor,1.4079
benchmark,tr_d44770ab6d564427,verify_capability,accepted,capability_base_validation,0.0789
benchmark,tr_d44770ab6d564427,verify_capability,accepted,holder_key_resolution,0.649
benchmark,tr_d44770ab6d564427,verify_capability,accepted,challenge_state_check,0.3474
benchmark,tr_d44770ab6d564427,verify_capability,accepted,holder_proof_verification,0.0675
benchmark,tr_d44770ab6d564427,verify_capability,accepted,nonce_challenge_state_consumption,1.1034
benchmark,tr_d44770ab6d564427,verify_capability,accepted,ledger_anchor,1.0971
benchmark,tr_8e570ea076aa440f,issue_delegation,accepted,signature_generation,0.088
benchmark,tr_8e570ea076aa440f,issue_delegation,accepted,ledger_anchor,1.2873
benchmark,tr_20f3495c959a4715,delegate_to_domain,accepted,signature_generation,0.0817
benchmark,tr_20f3495c959a4715,delegate_to_domain,accepted,ledger_anchor,1.2219
benchmark,tr_df51d90840474887,issue_downstream_delegation,accepted,incoming_cod_validation,0.1568
benchmark,tr_df51d90840474887,issue_downstream_delegation,accepted,signature_generation,0.0459
benchmark,tr_df51d90840474887,issue_downstream_delegation,accepted,ledger_anchor,1.1027
benchmark,tr_8946050e88cd46a4,verify_cod,accepted,cod_validation,0.1974
benchmark,tr_8946050e88cd46a4,verify_cod,accepted,capability_realization,0.0764
benchmark,tr_8946050e88cd46a4,verify_cod,accepted,ledger_anchor,1.1955
benchmark,tr_339fac79c29b4c44,verify_capability,accepted,capability_base_validation,0.099
benchmark,tr_339fac79c29b4c44,verify_capability,accepted,holder_key_resolution,0.6598
benchmark,tr_339fac79c29b4c44,verify_capability,accepted,challenge_state_check,0.3693
benchmark,tr_339fac79c29b4c44,verify_capability,accepted,holder_proof_verification,0.0654
benchmark,tr_339fac79c29b4c44,verify_capability,accepted,nonce_challenge_state_consumption,1.0333
benchmark,tr_339fac79c29b4c44,verify_capability,accepted,ledger_anchor,1.0696
benchmark,tr_01fc504259c14ff9,issue_delegation,accepted,signature_generation,0.0824
benchmark,tr_01fc504259c14ff9,issue_delegation,accepted,ledger_anchor,1.2205
benchmark,tr_b213e26ec73f41d4,delegate_to_domain,accepted,signature_generation,0.0786
benchmark,tr_b213e26ec73f41d4,delegate_to_domain,accepted,ledger_anchor,1.21
benchmark,tr_84de68bc83e945c8,issue_downstream_delegation,accepted,incoming_cod_validation,0.153
benchmark,tr_84de68bc83e945c8,issue_downstream_delegation,accepted,signature_generation,0.047
benchmark,tr_84de68bc83e945c8,issue_downstream_delegation,accepted,ledger_anchor,1.1536
benchmark,tr_4886501e6b6842b8,verify_cod,accepted,cod_validation,0.1989
benchmark,tr_4886501e6b6842b8,verify_cod,accepted,capability_realization,0.0736
benchmark,tr_4886501e6b6842b8,verify_cod,accepted,ledger_anchor,1.1267
benchmark,tr_f4eb93e9efc941f7,verify_capability,accepted,capability_base_validation,0.0979
benchmark,tr_f4eb93e9efc941f7,verify_capability,accepted,holder_key_resolution,0.6556
benchmark,tr_f4eb93e9efc941f7,verify_capability,accepted,challenge_state_check,0.3711
benchmark,tr_f4eb93e9efc941f7,verify_capability,accepted,holder_proof_verification,0.0612
benchmark,tr_f4eb93e9efc941f7,verify_capability,accepted,nonce_challenge_state_consumption,1.0001
benchmark,tr_f4eb93e9efc941f7,verify_capability,accepted,ledger_anchor,1.0593
benchmark,tr_9a0bafd7dc404d7d,issue_delegation,accepted,signature_generation,0.0796
benchmark,tr_9a0bafd7dc404d7d,issue_delegation,accepted,ledger_anchor,1.2723
benchmark,tr_3eb60719f27e4016,delegate_to_domain,accepted,signature_generation,0.0774
